cgpa,project_score,sports_score,internships,certifications,workshops,clubs,problemSolvingRank,extraPoints,coPoints,attendance,tier
6.51,55,232,1,2,2,1,2479,10,61,65,3
8.56,118,1,3,1,5,4,2033,90,61,71,2
6.3,425,0,3,7,3,2,1848,68,63,60,1
6.54,131,238,0,0,5,4,505,12,73,75,2
8.58,230,54,3,3,5,3,383,75,52,93,1
7.36,394,494,4,6,1,2,332,39,60,96,1
8.83,151,219,3,6,0,2,839,32,52,86,1
8.23,469,103,0,5,1,4,2627,57,2,64,2
7.02,450,354,4,5,3,4,1248,93,11,78,1
8.6,420,417,1,3,5,4,1163,66,19,70,1
6.47,385,447,2,7,5,2,770,47,24,96,1
8.15,395,323,3,7,0,0,1297,86,88,70,1
7.75,20,337,4,0,2,3,2730,94,27,67,2
7.07,452,395,4,5,3,4,2874,5,15,75,1
8.42,454,305,1,7,5,0,125,74,50,90,1
9.49,447,276,1,5,5,4,2081,36,39,70,1
10.0,67,9,2,7,4,2,301,38,20,60,1
8.43,125,340,2,0,5,0,78,46,70,76,1
7.62,42,103,0,5,1,2,2353,36,75,84,2
6.9,181,344,2,5,2,1,1130,38,98,85,1
7.03,488,369,2,5,2,4,2580,5,81,93,2
7.92,99,464,4,1,5,3,111,17,81,61,1
7.47,378,370,3,0,0,0,181,64,10,75,1
9.66,445,197,3,7,3,1,2705,81,31,90,1
7.47,469,13,2,4,5,4,2413,51,96,81,2
7.49,348,484,0,1,5,1,1672,10,46,81,2
7.53,456,167,0,2,1,0,2801,5,44,91,2
9.35,473,359,3,0,5,3,165,68,96,65,1
8.6,395,337,1,2,4,0,484,23,78,61,1
8.46,239,29,4,1,1,3,305,65,17,66,1
7.34,384,456,2,5,5,2,452,34,85,70,1
9.27,199,13,4,4,5,4,1844,97,5,69,1
6.15,416,237,2,6,3,1,822,1,58,75,1
9.48,447,435,2,4,2,2,1588,11,85,60,1
8.05,115,365,3,0,4,4,2133,1,5,94,2
7.59,114,400,4,4,0,1,875,49,14,97,1
7.99,451,61,4,5,3,2,1194,34,93,98,1
8.67,141,481,1,7,1,4,1691,92,60,69,1
6.05,118,109,1,6,3,4,2399,96,29,94,2
9.49,92,405,4,3,0,2,528,4,45,72,1
7.79,397,308,1,7,1,0,1741,58,95,73,1
7.37,8,159,1,5,4,3,2119,32,83,71,2
6.55,72,331,2,1,1,3,971,53,16,62,2
7.76,25,54,3,5,1,0,1267,76,92,97,1
7.99,432,248,2,4,0,4,1995,30,74,70,1
7.61,238,463,1,1,1,1,634,99,83,93,2
8.71,361,255,2,1,3,0,1760,18,83,84,1
7.68,144,21,2,5,2,4,1313,24,7,82,1
9.85,488,421,0,5,0,2,2077,62,49,67,1
8.4,67,433,2,3,0,2,863,34,16,86,1
9.23,187,102,2,7,0,4,2395,52,56,63,1
6.44,365,449,3,5,3,2,2919,36,57,83,2
7.59,130,300,4,7,3,3,1767,96,75,72,1
7.35,220,374,0,5,3,0,1544,42,95,100,2
8.28,280,263,0,6,5,3,1579,2,85,90,2
9.44,276,235,0,0,3,4,2479,50,26,73,2
6.31,139,320,0,1,1,0,2828,46,57,79,3
6.29,53,232,3,3,0,2,340,57,100,96,1
9.4,0,167,4,4,5,0,40,87,50,81,1
6.85,127,232,3,7,0,0,2488,2,46,71,2
8.68,0,4,0,6,4,2,973,70,56,62,2
8.17,172,44,4,2,2,1,2414,76,49,91,2
9.33,429,45,3,0,1,2,1281,56,89,64,1
6.5,431,163,4,6,2,3,673,23,30,91,1
6.52,390,400,3,5,1,1,2236,93,28,71,1
8.23,265,168,4,2,1,3,34,68,94,87,1
9.79,398,413,3,3,1,4,1096,22,23,86,1
7.66,295,435,0,1,0,3,1825,43,62,82,2
7.31,255,334,0,3,2,0,1255,53,67,63,2
8.43,394,403,0,0,2,4,1685,26,77,64,2
9.72,439,163,3,0,3,1,2529,62,76,97,1
9.35,173,255,4,4,2,3,2539,17,22,68,1
9.98,44,65,4,7,3,4,2796,39,7,68,1
6.09,342,428,1,3,4,3,177,83,12,88,1
6.45,140,259,2,0,3,0,1035,69,0,76,2
8.44,26,433,0,3,5,0,635,93,62,78,2
9.28,232,87,0,4,1,1,2266,69,26,61,2
7.14,208,239,0,4,0,2,1157,16,80,91,2
6.96,49,310,1,3,5,2,1596,52,40,74,2
9.15,60,58,1,5,1,0,1182,35,8,100,1
6.23,242,169,1,0,4,4,2626,63,26,61,3
7.48,268,257,0,6,5,1,1496,78,89,73,2
8.02,139,45,4,1,0,3,2192,51,20,91,2
8.24,156,1,0,5,4,3,210,80,45,98,1
8.91,84,433,1,1,5,4,2138,24,47,85,2
7.42,83,128,1,5,1,2,1036,43,67,71,2
8.45,275,268,2,4,0,0,2372,93,13,85,2
8.34,30,325,3,0,4,0,1275,39,41,95,2
8.19,7,277,2,4,5,1,2290,80,58,71,2
8.56,279,16,2,6,3,0,2587,68,74,92,2
7.04,202,186,0,4,2,2,2613,43,61,85,2
6.34,422,496,3,4,1,2,2903,47,3,82,2
6.48,32,341,3,6,3,4,1109,56,58,72,1
6.9,297,490,0,4,4,1,1200,41,33,96,2
8.0,142,325,4,3,4,1,293,34,4,99,1
9.36,451,115,0,3,5,0,2018,10,31,87,2
8.81,448,258,4,0,5,3,1069,27,79,93,1
9.16,415,365,4,5,0,1,715,43,91,100,1
7.4,394,248,3,0,3,0,643,19,65,78,1
7.62,349,197,0,2,4,3,2438,1,34,84,2
7.57,36,336,0,1,0,0,1486,32,7,94,2
6.77,146,226,3,6,2,4,2205,35,56,80,2
6.24,434,176,2,3,2,1,2209,9,24,65,2
8.36,227,242,0,6,0,0,1553,59,22,75,2
9.96,33,433,1,0,3,4,1977,44,35,83,2
6.67,454,356,1,7,0,0,779,82,24,75,1
6.19,443,494,0,5,5,2,223,57,16,89,1
9.12,236,34,4,4,0,0,2960,24,62,87,1
7.01,211,406,3,3,3,2,2172,90,63,69,2
9.32,308,455,4,1,2,1,2853,34,89,76,2
8.82,139,134,1,3,4,0,1174,86,36,79,2
9.78,189,305,1,5,2,4,547,33,84,95,1
7.64,95,9,3,1,5,1,2866,7,4,83,2
8.65,193,473,1,2,3,1,2933,65,23,75,2
7.86,469,182,2,0,1,2,1551,57,73,79,2
8.52,360,201,1,5,3,1,1880,88,65,85,1
7.8,303,18,4,1,2,0,1330,8,89,88,1
6.75,295,22,4,2,2,0,16,88,72,81,1
8.03,151,94,2,5,3,2,513,44,47,79,1
8.11,433,63,4,5,3,0,1058,92,29,91,1
9.24,222,416,4,3,3,2,354,21,38,88,1
8.94,195,449,4,0,2,3,1488,13,99,82,1
8.66,87,219,0,6,5,2,1128,51,62,93,2
6.45,298,95,2,6,0,4,1313,47,95,71,1
8.88,16,352,2,1,1,4,143,74,56,78,1
8.0,487,264,1,5,0,0,977,50,71,76,1
9.58,210,380,2,6,5,3,2746,12,60,98,2
9.68,231,156,3,5,2,4,337,32,2,81,1
6.22,357,206,2,1,0,4,1827,2,3,69,2
9.28,182,273,3,7,3,4,693,51,88,77,1
6.15,161,337,4,6,4,0,1016,35,48,64,1
7.47,366,245,3,5,3,1,1949,50,90,60,1
8.17,480,198,0,0,1,1,2424,47,15,85,2
6.59,69,461,4,5,3,1,2106,41,22,84,2
8.99,59,284,3,7,4,0,2021,31,25,72,1
6.03,178,497,4,7,2,1,589,99,78,98,1
6.67,483,371,0,6,0,2,1063,42,25,98,1
8.32,76,82,4,3,3,0,1537,99,24,71,1
8.86,494,316,4,3,5,0,561,98,41,79,1
9.67,456,132,2,4,0,3,1357,4,74,65,1
8.82,34,104,1,7,1,4,2929,11,76,77,2
8.69,417,369,3,5,5,3,344,82,43,61,1
7.58,15,236,1,3,5,1,2381,62,0,68,2
6.01,465,68,0,0,0,0,1380,26,35,92,2
6.48,401,183,0,2,1,0,2949,34,94,60,3
8.14,293,117,4,0,1,1,951,73,21,70,1
8.7,497,179,1,1,5,4,846,27,99,81,1
7.67,170,270,3,5,3,3,365,96,4,63,1
8.92,31,89,3,6,5,4,1271,46,18,80,1
8.09,262,87,4,4,5,1,498,46,94,88,1
6.3,214,82,3,4,5,3,836,42,86,79,1
6.77,470,19,2,6,4,3,1087,35,60,64,1
9.36,45,106,1,6,0,4,1616,98,85,86,2
8.9,188,328,0,2,1,4,2916,16,56,92,2
9.58,273,500,3,6,1,0,1264,74,94,77,1
6.47,70,347,3,5,1,0,1621,35,20,81,2
9.96,489,271,3,1,2,4,2648,36,66,100,1
6.84,295,330,4,6,5,1,1363,17,52,96,1
6.05,87,97,0,3,0,4,1122,30,59,77,2
9.99,333,408,1,6,0,0,2006,98,60,80,1
7.12,433,231,3,3,1,3,1518,27,74,65,1
8.67,260,374,2,3,0,1,1795,64,11,87,1
6.71,493,56,4,0,0,0,679,30,41,61,1
8.32,181,148,1,3,2,1,2519,26,88,74,2
9.62,341,388,3,7,1,1,2315,39,47,70,1
7.28,441,458,1,7,0,3,1760,11,84,70,1
8.68,21,234,4,1,4,0,1391,75,70,85,1
6.75,73,136,2,4,1,4,1310,90,94,86,2
8.5,89,266,3,0,0,1,2866,26,74,82,2
7.35,334,228,2,3,2,1,1508,60,64,67,1
6.84,165,360,4,1,5,3,2627,80,77,79,2
7.25,488,320,2,2,4,0,1764,24,46,93,2
6.72,233,446,4,1,3,1,1296,93,22,85,1
9.61,374,281,2,4,3,1,1184,9,99,60,1
7.59,432,201,1,7,5,2,868,14,42,83,1
6.98,128,231,1,1,4,2,2750,18,68,100,3
7.79,333,18,4,7,3,1,2278,67,39,88,1
7.28,291,15,1,6,4,3,2774,14,55,70,2
8.98,94,492,2,1,5,4,498,100,68,67,1
9.88,27,55,2,6,5,2,2254,14,65,89,2
7.75,353,356,3,6,0,2,199,96,37,74,1
9.44,34,113,4,0,3,0,2370,50,69,77,2
8.26,443,488,1,4,3,4,2408,12,80,84,2
6.63,230,67,4,3,4,2,1419,80,4,70,1
8.76,317,77,1,6,0,4,2545,82,77,68,2
8.05,342,29,3,6,0,4,458,58,99,91,1
8.6,429,6,2,4,1,0,902,12,59,71,1
9.56,363,395,2,2,1,1,1939,69,46,82,1
7.76,466,151,0,5,0,1,153,56,91,83,1
9.6,124,486,4,6,5,2,310,53,75,78,1
9.0,465,362,1,6,5,0,452,39,96,69,1
7.95,78,21,0,4,5,2,2316,93,39,77,2
8.41,380,430,4,0,4,2,902,99,23,74,1
7.3,60,29,1,3,2,1,2805,30,17,89,3
9.93,448,443,3,4,2,0,202,52,74,93,1
8.67,216,166,4,5,1,4,1883,12,88,98,1
6.18,281,147,1,6,3,1,360,23,82,72,1
7.31,162,409,2,3,2,2,1137,92,67,82,2
8.49,56,48,4,6,3,2,1318,55,61,81,1
6.23,462,324,1,0,3,3,1189,45,6,86,2
6.1,190,487,2,6,5,0,508,1,81,64,1
7.8,131,297,2,6,5,4,1177,53,14,70,1
7.33,462,261,0,1,5,4,2476,79,78,99,2
7.75,41,180,1,6,0,2,1084,75,65,65,2
7.05,485,289,0,5,2,3,910,27,35,62,1
6.66,172,121,0,2,2,3,67,89,58,91,2
8.76,166,123,3,4,3,0,628,95,70,69,1
8.06,249,452,0,3,3,2,2628,60,28,99,2
6.8,192,265,0,4,5,2,676,67,24,79,2
7.28,277,27,3,7,0,2,2329,4,54,77,1
8.37,394,258,3,6,5,0,1032,16,20,93,1
6.29,237,76,4,0,4,4,1305,19,48,77,2
6.59,229,431,0,1,2,1,1566,39,11,61,2
6.29,164,366,2,0,5,3,1651,92,7,72,2
9.25,242,193,3,5,5,4,335,88,84,72,1
9.01,89,381,1,6,2,1,188,81,40,85,1
9.01,178,34,4,6,0,4,813,21,23,71,1
8.87,474,435,4,3,0,4,1765,52,35,71,1
8.68,57,113,0,4,4,4,559,71,1,71,2
7.91,460,61,2,6,3,4,850,39,28,82,1
8.57,262,51,3,7,2,2,2090,46,12,77,1
6.15,135,115,1,3,3,4,2226,73,88,83,2
8.49,237,46,0,6,2,1,1799,80,6,86,2
9.11,306,437,2,5,0,1,4,45,39,65,1
8.0,242,411,0,5,5,3,310,57,99,99,1
7.43,150,100,0,7,0,0,1709,83,58,62,2
7.11,345,278,4,6,0,1,799,26,57,90,1
8.57,363,106,1,0,4,1,1104,1,99,91,2
8.77,246,470,1,4,2,1,2109,51,10,87,2
9.48,218,34,1,3,0,1,2426,28,28,68,2
7.37,8,488,1,4,5,0,1411,5,16,93,2
9.08,429,358,3,2,4,0,943,19,12,86,1
8.25,293,374,3,0,3,4,2563,100,8,86,2
9.53,366,287,1,0,4,1,2051,82,93,84,2
8.11,12,1,2,2,4,1,477,74,41,78,1
8.07,262,238,3,1,1,3,59,17,8,73,1
8.31,394,491,3,5,3,3,309,21,20,99,1
9.0,457,367,2,3,1,3,1424,50,77,78,1
9.86,224,377,1,6,5,3,2202,13,26,71,1
6.29,230,271,0,1,2,4,678,5,54,90,2
6.21,177,143,3,4,4,2,369,20,34,95,1
9.75,246,434,0,3,4,3,243,63,90,84,1
8.12,66,450,0,6,4,3,2325,7,39,65,2
8.46,296,91,2,6,4,0,681,17,88,73,1
7.93,156,220,1,3,1,1,2137,21,11,66,2
6.37,164,53,0,5,2,4,1283,69,71,88,2
9.07,183,403,1,7,1,1,2285,98,28,85,2
8.99,492,227,4,3,4,2,2360,53,4,93,1
7.25,207,32,1,2,2,4,190,34,59,98,1
7.22,15,213,2,6,3,2,729,44,18,95,1
9.35,299,135,2,0,1,1,1248,52,34,70,1
6.29,305,247,4,7,0,0,1620,53,45,71,1
9.52,490,494,2,2,3,3,15,56,45,76,1
7.03,240,407,1,2,3,1,766,72,44,100,2
8.37,454,52,1,6,4,4,1054,79,38,82,1
9.74,462,63,1,2,4,3,460,74,40,90,1
8.71,229,313,2,7,3,4,832,47,88,77,1
7.66,389,373,1,7,1,2,1270,84,17,85,1
8.76,17,36,3,1,2,4,2367,41,58,82,2
7.38,146,211,4,7,1,0,2055,22,86,67,1
7.11,243,11,3,2,1,2,86,53,29,82,1
9.99,50,467,1,0,3,1,1352,61,64,70,2
9.0,449,83,2,3,1,3,215,57,89,90,1
8.58,258,387,4,1,2,3,2892,44,83,78,2
7.42,237,93,3,7,3,0,2310,83,40,81,1
6.2,245,414,1,6,1,4,2746,80,84,100,2
6.12,344,341,2,5,4,1,1550,94,54,76,2
8.22,483,206,1,2,5,4,2309,81,58,86,2
9.05,309,37,3,2,1,4,56,28,44,90,1
8.15,48,420,3,3,5,0,2681,47,83,76,2
9.36,283,347,4,3,5,2,510,31,66,76,1
6.13,37,202,2,5,5,2,1689,7,16,93,2
7.47,283,269,0,1,3,0,444,49,90,94,2
6.95,31,74,1,5,3,0,1156,8,81,70,2
7.79,242,127,2,5,5,0,2589,45,73,79,2
6.29,40,328,0,0,4,4,1769,5,19,63,3
9.82,291,151,2,1,3,4,2671,68,22,62,2
6.89,102,9,1,3,5,1,1650,44,63,67,2
9.69,291,37,1,0,5,0,2311,76,7,95,2
7.7,106,426,4,6,0,4,916,24,100,95,1
9.94,245,104,3,2,3,2,1392,94,64,78,1
8.22,381,164,3,5,1,0,2603,97,59,79,1
9.72,86,425,3,2,2,2,356,80,6,64,1
6.02,65,31,4,4,1,3,2876,56,3,85,2
8.99,137,211,3,7,3,1,477,25,27,81,1
9.61,325,13,2,3,5,3,668,83,18,85,1
6.56,199,229,3,4,0,1,2088,5,5,69,2
6.38,334,131,3,1,1,0,1347,95,25,83,2
7.7,492,151,1,1,2,1,2853,96,39,95,2
9.73,92,95,4,5,5,4,355,58,100,91,1
8.17,446,500,4,0,1,2,315,83,18,84,1
8.11,347,9,3,5,4,4,1812,59,80,74,1
6.56,277,373,0,3,0,0,447,10,92,98,2
6.0,481,362,1,0,3,3,2761,46,20,93,2
9.24,19,15,3,0,1,2,163,51,4,75,1
6.35,288,166,0,6,1,0,314,9,16,69,1
8.54,398,95,2,6,1,4,1913,42,37,65,1
9.66,390,17,1,1,1,4,1595,38,61,96,1
6.83,471,408,4,1,2,1,885,82,39,100,1
8.66,89,6,0,7,4,1,2709,26,6,80,2
6.31,49,183,3,5,5,3,1323,39,26,61,2
8.42,9,381,0,3,4,1,1835,97,30,97,2
6.66,78,244,4,1,0,1,2264,35,97,78,2
8.94,36,430,2,3,0,1,1383,19,61,100,2
7.2,58,370,0,4,2,3,2177,45,25,97,2
7.85,87,465,3,7,4,0,1198,68,69,82,1
8.4,458,366,0,5,0,2,1151,73,30,76,1
6.69,103,81,2,2,3,0,927,62,11,65,2
8.97,318,130,0,5,4,0,2623,31,14,93,2
7.21,276,128,2,4,1,0,1454,39,57,74,1
8.65,103,288,2,6,4,4,1810,39,0,86,1
6.63,253,454,1,7,3,2,283,91,61,81,1
8.75,229,73,1,6,1,2,2025,28,58,94,2
6.51,334,363,3,1,4,4,2222,21,89,78,2
7.7,462,58,3,2,1,4,2621,72,36,61,2
6.99,36,71,3,2,1,1,1251,65,5,79,2
8.99,300,159,2,5,2,4,2660,76,23,92,2
7.05,141,86,2,5,3,3,1141,34,46,76,1
9.53,42,400,1,0,2,4,192,26,63,99,1
9.57,115,461,2,2,4,1,2171,62,35,100,2
6.79,340,16,1,3,5,4,269,29,82,61,1
8.46,491,88,0,1,1,3,434,28,55,71,1
6.35,83,148,3,6,4,4,2176,34,81,77,2
7.57,416,310,3,1,4,0,1544,36,79,82,1
8.85,258,5,4,0,5,2,1464,25,16,78,1
8.64,359,83,1,5,2,3,184,3,10,64,1
8.5,86,432,4,5,4,3,136,98,3,80,1
7.13,427,83,3,0,3,3,1488,9,79,79,1
7.51,366,249,4,1,1,0,685,19,8,75,1
6.41,342,153,0,0,0,0,354,59,86,65,2
8.88,346,415,4,2,5,2,1176,9,73,85,1
8.02,290,71,0,6,3,1,2934,29,89,91,2
8.84,408,108,3,2,0,2,21,74,99,94,1
7.0,95,111,2,3,5,3,653,15,38,82,1
7.3,254,171,1,5,0,3,1330,6,66,96,2
7.34,341,186,4,0,2,3,435,22,83,77,1
6.1,135,284,0,1,0,2,1028,39,80,80,2
7.36,247,272,3,7,1,1,1757,0,46,72,1
9.21,498,17,3,5,2,1,1918,44,27,87,1
9.59,371,167,2,7,3,2,1980,6,0,73,1
8.07,445,318,3,5,3,3,930,40,35,100,1
7.82,485,81,3,7,3,2,1097,67,88,89,1
6.12,401,74,2,4,5,2,2969,1,96,96,2
9.52,91,428,3,1,4,4,2153,16,49,94,2
6.05,411,459,0,5,2,4,132,8,84,100,1
9.78,458,334,4,4,2,0,2368,10,93,100,1
7.96,395,345,4,4,2,0,848,43,76,99,1
7.37,447,248,0,6,1,2,2073,82,38,81,2
9.7,246,130,4,3,2,4,519,55,49,94,1
6.1,257,386,3,4,1,3,1918,13,22,97,2
8.33,186,421,4,2,5,0,2733,78,52,72,2
8.2,420,354,4,7,3,3,1541,46,5,68,1
6.88,123,200,3,2,4,3,277,71,82,75,1
7.72,259,362,4,5,0,0,2722,58,9,72,1
8.61,168,295,3,3,4,2,2480,59,15,77,2
8.91,428,67,2,1,4,4,2966,32,76,68,2
6.0,364,437,2,1,5,0,2139,55,21,67,2
9.75,110,19,4,5,4,1,2109,1,65,78,1
6.66,289,270,2,5,0,1,335,1,41,75,1
6.93,86,92,4,1,1,3,2679,59,89,70,2
7.05,12,132,2,1,3,1,2947,19,4,87,3
6.15,262,294,4,2,5,3,623,22,93,91,1
6.49,287,295,1,2,0,4,2104,81,36,78,2
9.95,22,134,0,3,3,0,1217,29,85,66,2
7.26,432,455,2,3,1,0,2927,84,50,83,2
6.46,199,351,3,3,3,4,2633,35,81,82,2
6.43,241,355,0,1,1,3,679,66,92,66,2
8.88,238,32,4,1,0,2,1050,56,18,99,1
9.42,302,373,0,2,0,1,2063,16,3,99,2
7.03,164,292,3,2,3,4,1838,23,71,96,2
6.08,225,31,3,7,5,1,2326,67,26,74,2
6.89,175,42,4,0,3,2,934,72,54,82,1
6.23,28,446,2,0,4,3,2862,32,92,74,3
6.41,164,291,2,5,4,1,1540,56,96,67,2
7.73,22,353,1,1,3,3,2069,97,6,68,2
6.92,293,304,3,5,4,2,46,44,60,96,1
8.06,476,280,1,2,3,3,2137,53,98,86,2
7.01,382,107,3,1,2,2,508,31,67,81,1
9.76,43,95,1,5,4,0,2321,58,25,81,2
9.62,260,65,2,5,3,1,1120,7,58,79,1
8.27,179,8,3,4,2,1,2800,59,76,80,2
7.42,295,229,2,0,4,2,897,14,74,73,2
7.52,138,220,0,3,0,2,2799,30,38,80,3
7.65,333,357,2,1,3,4,1993,63,33,81,2
8.91,247,401,3,6,0,2,1517,4,24,92,1
7.81,240,277,0,4,5,2,218,41,84,73,1
9.43,105,98,1,3,4,3,1315,28,35,72,2
9.78,385,270,4,5,5,3,2934,13,65,81,1
7.34,418,262,3,4,2,1,2473,51,88,85,1
8.24,172,396,4,6,3,3,596,52,95,80,1
6.38,48,361,4,2,2,3,945,12,64,74,1
6.8,122,163,0,2,0,1,2586,59,96,70,3
7.65,34,15,1,2,3,0,2281,47,5,71,2
6.82,105,168,2,5,5,4,162,25,12,65,1
9.51,475,20,0,3,0,3,2799,83,16,91,2
6.63,327,27,1,3,0,0,1610,30,79,83,2
7.82,415,329,2,2,2,4,2270,35,37,76,2
8.42,195,82,2,5,5,1,1284,26,85,98,1
8.77,108,272,1,3,4,3,359,100,42,93,1
7.53,124,320,2,7,5,3,2274,96,40,83,2
9.48,326,396,3,7,0,2,2313,92,70,84,1
8.27,294,35,3,2,0,3,69,90,1,81,1
7.76,431,494,0,1,1,3,2026,3,0,82,2
6.27,346,313,2,2,2,0,9,74,18,81,1
7.86,36,489,2,5,0,0,281,88,15,79,1
9.28,187,275,1,0,5,3,1576,4,33,71,2
8.46,336,232,3,1,1,4,1219,50,92,76,1
9.33,457,103,4,5,2,1,793,65,71,86,1
7.98,387,435,0,6,3,0,307,39,89,60,1
6.47,22,5,3,2,4,4,146,76,10,99,1
6.05,397,22,1,0,2,3,443,26,73,60,2
7.21,260,169,0,2,0,2,309,80,67,96,2
8.79,193,151,4,1,1,0,482,94,50,73,1
9.16,365,243,0,7,1,0,1432,53,97,85,1
7.18,151,240,3,2,3,2,1597,74,48,62,2
7.98,17,260,4,7,1,3,2290,8,22,81,1
7.68,26,415,1,7,0,0,1593,10,1,98,2
7.64,23,45,0,3,2,3,1357,6,96,75,2
6.93,28,272,3,2,3,4,583,100,31,67,1
6.55,138,74,1,1,4,0,2419,69,53,70,3
6.79,495,282,4,7,4,3,2722,29,19,84,1
6.22,145,195,0,4,0,4,54,92,76,76,2
6.79,122,22,2,2,3,0,577,94,66,84,2
6.04,127,86,3,3,3,1,1269,86,92,79,2
8.51,367,368,3,7,0,3,200,76,17,74,1
7.27,116,120,2,6,5,4,2483,36,69,66,2
9.89,131,417,1,1,3,1,1397,75,13,81,2
6.77,288,148,3,0,1,3,1409,44,67,91,2
7.38,205,149,1,7,1,0,2713,81,89,84,2
7.43,235,64,4,4,0,3,1245,75,75,74,1
6.03,41,159,2,6,0,4,564,66,60,69,1
9.36,159,445,1,5,1,0,1095,47,37,64,1
6.13,251,283,4,2,2,0,483,99,57,76,1
9.76,178,81,0,1,0,0,656,80,91,65,2
9.57,124,6,3,3,1,2,2946,9,40,62,2
8.14,259,181,2,7,2,4,1754,12,5,90,1
8.17,275,357,0,3,2,1,2373,59,3,67,2
8.62,212,453,0,1,5,0,5,22,71,92,1
7.55,450,13,0,6,1,4,1609,29,43,82,2
8.59,472,477,1,3,5,2,949,60,94,71,1
6.18,323,182,3,5,1,2,1019,27,95,69,1
6.22,189,313,2,7,3,0,1264,22,3,92,1
7.83,57,43,3,6,2,4,2962,68,27,72,2
8.2,430,173,3,4,4,2,1811,48,6,65,1
9.55,202,13,3,0,3,0,1215,29,8,83,1
6.42,79,299,4,6,3,3,1030,72,66,86,1
9.29,442,424,4,3,2,3,1343,97,52,87,1
6.84,227,72,4,3,2,3,1947,25,96,94,1
7.58,389,222,4,0,2,1,1521,80,19,83,1
7.27,94,1,3,4,0,4,2998,33,18,69,2
7.6,423,209,3,4,1,3,1439,67,15,79,1
6.6,460,260,2,4,5,2,1941,77,2,81,2
8.01,406,89,2,5,1,1,1038,1,5,78,1
9.21,435,342,2,6,1,3,1232,47,92,77,1
7.77,3,395,2,3,2,0,2,69,53,75,1
7.96,164,333,2,7,3,2,402,72,97,69,1
9.4,425,251,4,6,2,1,530,23,77,65,1
8.82,484,382,3,3,2,1,762,13,25,72,1
7.96,299,332,2,7,3,2,2130,76,33,67,1
7.03,480,354,1,4,4,3,2899,74,8,83,2
9.54,380,46,2,3,5,0,793,88,54,79,1
8.31,41,334,2,6,0,0,899,29,32,84,1
6.88,284,162,3,2,4,0,1510,87,59,64,2
7.08,228,115,4,6,2,1,569,33,18,63,1
9.21,402,402,0,3,1,3,1484,22,72,85,1
6.18,242,78,3,5,1,2,1846,82,38,94,2
9.97,211,446,4,4,3,4,2181,64,5,74,1
6.52,415,370,1,6,2,0,1951,78,22,94,2
9.18,299,7,0,1,3,2,2840,45,56,70,2
7.58,54,22,4,7,3,2,1259,61,8,92,1
7.97,335,268,4,4,0,0,2176,53,89,99,1
9.52,388,278,3,1,3,4,428,15,9,63,1
7.65,368,30,4,3,2,1,344,59,69,80,1
8.15,429,413,2,3,0,1,1149,97,13,62,1
6.2,459,169,4,5,1,3,796,64,16,91,1
6.01,172,129,0,1,0,1,2683,57,67,94,3
6.98,276,394,4,6,2,2,1797,21,77,60,1
8.72,333,408,1,4,5,1,717,52,23,77,1
6.49,228,156,2,0,4,3,1039,1,12,65,2
6.46,405,21,0,6,0,2,1129,48,58,78,2
7.64,29,125,0,0,5,2,1550,12,100,90,2
8.59,22,402,3,4,4,4,219,34,64,67,1
8.85,4,456,3,3,0,0,1418,20,37,65,1
6.71,62,168,2,1,0,0,2647,40,96,98,2
6.32,220,165,0,6,3,0,2941,71,16,82,2
9.76,314,156,1,1,4,3,2405,28,13,63,2
7.04,477,329,4,4,5,1,732,72,80,71,1
9.41,81,21,4,4,4,0,2348,52,45,74,1
9.45,493,471,4,2,0,1,1869,3,15,63,1
9.09,241,263,3,5,2,0,164,66,70,69,1
6.68,252,302,0,7,2,4,896,3,46,89,2
9.29,51,389,0,1,4,1,1467,90,75,98,2
9.08,320,262,1,5,3,3,672,36,22,71,1
8.39,38,211,3,2,3,3,1389,93,5,98,2
7.35,464,464,1,3,2,1,1540,78,37,67,2
7.05,258,163,0,1,3,3,1662,15,29,65,2
6.49,425,135,4,5,0,2,2817,91,21,76,1
8.04,326,251,3,4,0,3,1148,54,0,82,1
8.34,410,204,3,4,4,4,1234,75,66,66,1
7.44,411,343,3,3,5,4,2125,88,39,92,1
7.9,491,301,4,5,1,1,2777,27,0,66,1
7.45,437,241,3,5,2,3,1557,59,100,91,1
8.56,478,319,2,0,2,1,2895,3,99,88,2
9.61,270,414,3,7,1,0,2729,98,96,89,1
6.66,436,278,4,2,3,2,297,38,47,72,1
7.53,495,60,3,4,0,1,2165,68,38,97,1
6.56,71,464,2,5,0,1,1507,28,43,77,2
8.5,69,305,2,6,2,1,1924,16,48,89,2
8.92,219,301,3,1,2,1,2245,30,60,80,2
9.73,3,471,0,5,3,4,1708,11,74,97,2
7.12,349,298,0,1,3,2,2235,99,53,89,2
9.8,490,393,1,7,2,0,678,94,95,77,1
6.25,400,94,2,6,3,2,280,10,18,93,1
8.41,289,492,0,1,1,1,1256,45,20,88,2
6.23,379,147,1,3,0,4,1811,38,74,79,2
9.58,389,399,0,6,2,0,2900,29,85,90,2
8.12,291,461,3,0,1,1,1915,31,18,95,2
8.68,354,258,2,7,1,1,599,71,27,78,1
9.33,230,29,0,2,5,3,1615,73,95,72,2
6.6,422,17,3,1,4,2,597,10,89,72,1
6.15,79,186,1,1,2,2,1124,26,18,65,2
9.52,65,453,3,7,4,2,2687,5,14,82,1
